FCODE$,FEMID$,SITE$,Age,FSVLAFTER
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
0143,23,OR,.,.
0342,155,OR,.,.
0351,193,OR,.,.
Feb-11,873,OR,.,.
Feb-30,875,OR,.,.
Feb-43,713,OR,.,.
Feb-04,876,OR,.,.
Feb-13,877,OR,.,.
Feb-30,878,OR,.,.
Feb-33,879,OR,.,.
2/03/4222,880,OR,.,.
Feb-15,881,OR,.,.
Feb-55,882,OR,.,.
Feb-05,883,OR,.,.
2/32/354,884,OR,.,.
Feb-10,885,OR,.,.
Feb-25,886,OR,.,.
Feb-31,887,OR,.,.
Feb-34,888,OR,.,.
Feb-50,889,OR,.,.
001/33,610,OR,.,.
011/30,722,OR,.,.
02/310,890,OR,.,.
02/32/30,600,OR,.,.
03/403,891,OR,.,.
03/53/12,892,OR,.,.
0401/2,729,OR,.,.
1/21/300,208,OR,.,.
2001/4,623,OR,.,.
5Arm00,894,OR,.,.
0344,194,OR,.,.
2401,250,OR,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
5445,1648,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
1534,1840,CP,.,.
3123,1848,CP,.,.
3231,1849,CP,.,.
3340,1851,CP,.,.
Feb-01,1855,CP,.,.
Feb-11,1856,CP,.,.
Feb-13,1857,CP,.,.
Feb-22,1858,CP,.,.
Feb-10,1859,CP,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
Feb-35,1019,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
.,.,OR,.,.
Feb-23,.,OR,.,.
03/51/44,311,OR,.,.
Jan-30,1133,OR,.,.
.,.,OR,.,.
.,.,CP,.,.
.,.,CP,.,.
101/21,1607,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
.,.,CP,.,.
